Rand,inj_diff ,Date Time,Avg_PLT_CO2VentRate_TPH,Avg_CCS1_WHCO2InjPs_psi,Avg_CCS1_WHCO2InjTp_F,Avg_CCS1_ANPs_psi,Avg_CCS1_DH6325Ps_psi,Avg_CCS1_DH6325Tp_F,Avg_VW1_WBTbgPs_psi,Avg_VW1_WBTbgTp_F,Avg_VW1_ANPs_psi,Avg_VW1_Z11D4917Ps_psi,Avg_VW1_Z11D4917Tp_F,Avg_VW1_Z10D5001Ps_psi,Avg_VW1_Z10D5001Tp_F,Avg_VW1_Z09D5653Ps_psi,Avg_VW1_Z09D5653Tp_F,Avg_VW1_Z08D5840Ps_psi,Avg_VW1_Z08D5840Tp_F,Avg_VW1_Z07D6416Ps_psi,Avg_VW1_Z07D6416Tp_F,Avg_VW1_Z06D6632Ps_psi,Avg_VW1_Z06D6632Tp_F,Avg_VW1_Z04D6837Ps_psi,Avg_VW1_Z04D6837Tp_F,Avg_VW1_Z03D6945Ps_psi,Avg_VW1_Z03D6945Tp_F,Avg_VW1_Z02D6982Ps_psi,Avg_VW1_Z02D6982Tp_F,Avg_VW1_Z01D7061Ps_psi,Avg_VW1_Z01D7061Tp_F,Avg_VW1_Z0910D5482Ps_psi,Avg_VW1_Z0910D5482Tp_F
70586,0,12/5/24 1:00,0,764.4503977,35.61563931,553.1154215,2980.180426,115.6644353,2231.621529,104.1298564,2.633056521,2073.497302,105.3524935,2107.299664,101.8650251,2534.940348,113.3179131,2625.149082,117,2904.193557,116.8045013,3013.753727,120.3137655,3117.09647,119.7647233,3192.403278,120.7881127,3208.290757,121.4104584,3234.853404,122.6317594,2384.748389,112.3917099
73996,0,12/5/24 2:00,0,763.4376831,33.25101503,553.4622737,2979.961548,115.6690796,2231.650104,104.1373114,2.637634228,2073.502639,105.3492085,2107.254197,101.8642151,2534.920839,113.3158732,2625.185836,117,2904.172585,116.8105764,3013.745534,120.3152054,3117.085118,119.7706633,3192.208429,120.7836132,3208.1276,121.4207932,3234.817379,122.6379992,2384.745504,112.3969151
93451,0,12/5/24 3:00,0,763.6908569,31.60269963,554.4862208,2979.741005,115.6702272,2231.645428,104.1341164,2.547912639,2073.491589,105.3590635,2107.223037,101.8578702,2534.911019,113.3151983,2625.196844,117,2904.18798,116.8045013,3013.727976,120.3146955,3117.050684,119.7759434,3192.022856,120.7969477,3207.958409,121.3778641,3234.743506,122.645019,2384.671783,112.3843296
86832,0,12/5/24 4:00,0,762.8270874,30.51175682,555.4028137,2979.52276,115.6744406,2231.5934,104.1362464,2.204589796,2073.511151,105.3513985,2107.261053,101.8650251,2534.899559,113.3118235,2625.18915,117,2904.212077,116.7991013,3013.705623,120.3190903,3117.022451,119.7831884,3191.825108,120.8061869,3207.70281,121.3524246,3234.70839,122.6356593,2384.644812,112.3791094
34968,0,12/5/24 5:00,0,762.559021,29.30509189,556.5279332,2979.30423,115.6793676,2231.597103,104.1330514,2.121277027,2073.544171,105.3349733,2107.252035,101.8546903,2534.885494,113.3151983,2625.183008,117,2904.204521,116.7950512,3013.732281,120.322465,3117.031278,119.7832034,3191.637321,120.8246803,3207.468508,121.3627594,3234.686597,122.6403392,2384.628571,112.368129
39673,0,12/5/24 6:00,0,762.0477091,28.30497015,557.6427282,2979.086623,115.6833167,2231.592849,104.1330514,1.973876745,2073.510616,105.3448284,2107.183462,101.8546753,2534.898753,113.3104887,2625.206578,117,2904.194902,116.7970762,3013.711615,120.3176954,3117.070734,119.7891284,3191.442084,120.8319246,3207.325873,121.3754791,3234.649402,122.644239,2384.631278,112.3804443
25833,0,12/5/24 7:00,0,761.9633179,27.4495015,558.8937861,2978.873779,115.6893236,2231.604806,104.1351814,1.909789711,2073.503689,105.3393534,2107.157499,101.8594452,2534.885659,113.3145233,2625.184869,117,2904.181114,116.7950512,3013.728501,120.3204252,3117.04042,119.7911235,3191.238472,120.8104467,3207.131185,121.3889938,3234.603733,122.6434741,2384.564209,112.3766042
20648,0,12/5/24 9:00,0,761.4619344,26.19486229,561.5424357,2978.460335,115.6976896,2231.583858,104.1458314,1.803588874,2073.515039,105.3503035,2107.137048,101.8801147,2534.840833,113.3165482,2625.183154,117,2904.188883,116.8018013,3013.710543,120.3247299,3117.058584,119.7891435,3190.87381,120.7936178,3206.79212,121.4145833,3234.532886,122.6372192,2384.442375,112.3587386
27100,0,12/5/24 10:00,0,760.7818782,25.1200335,563.2145874,2978.261039,115.7022765,2231.58161,104.1543514,1.739502088,2073.548716,105.3393534,2107.137946,101.8809097,2534.847178,113.3179131,2625.170927,117,2904.213621,116.7977512,3013.707733,120.3305346,3117.030924,119.7799034,3190.71934,120.8090817,3206.60045,121.3890841,3234.501823,122.645799,2384.36074,112.393345
72240,0,12/5/24 11:00,0,760.2110189,23.93277775,565.4874985,2978.069548,115.7054476,2231.603019,104.1522214,1.627807458,2073.52028,105.3480834,2107.153603,101.868985,2534.933348,113.3247229,2625.172424,117,2904.214067,116.8031513,3013.694788,120.3254499,3117.025273,119.7897884,3190.559471,120.8159063,3206.431647,121.3711596,3234.453337,122.6411191,2384.357373,112.39339
57409,0,12/5/24 12:00,0,759.8138835,23.25858331,567.5209518,2977.887606,115.7105721,2231.616475,104.1383764,1.278991821,2073.515489,105.3459234,2107.173124,101.8594452,2534.92745,113.3260577,2625.182707,117,2904.242946,116.783576,3013.720931,120.3197052,3117.036452,119.7937635,3190.39114,120.8480487,3206.245699,121.356325,3234.421842,122.6364393,2384.352273,112.3985052
23272,0,12/5/24 13:00,0,759.7940262,23.49515605,569.9755391,2977.706628,115.7146669,2231.608046,104.1437014,1.302795406,2073.531761,105.3459234,2107.17557,101.86819,2534.931616,113.3274528,2625.183687,117,2904.227057,116.784251,3013.718313,120.3246549,3117.030489,119.7911235,3190.261348,120.8531484,3206.05247,121.3876742,3234.384334,122.6387792,2384.307888,112.4053005
27661,0,12/5/24 14:00,0,759.6699219,26.63944281,572.4776179,2977.529254,115.720848,2231.601729,104.1415714,1.725769176,2073.523582,105.3404484,2107.163837,101.8793198,2534.940348,113.3281127,2625.237541,117,2904.204279,116.7957262,3013.773037,120.3157153,3117.0144,119.7891284,3190.062773,120.8430242,3205.862333,121.3961342,3234.404488,122.6489189,2384.24727,112.4023904
13856,0,12/5/24 15:00,0,759.8833822,30.78128807,574.2860168,2977.3487,115.7235305,2231.59012,104.1330514,2.063598537,2073.49339,105.3776787,2107.131248,101.8737549,2534.980599,113.3314874,2625.236774,117,2904.200053,116.7984262,3013.765,120.3351842,3117.009965,119.8030036,3189.922894,120.8119766,3205.748787,121.3740247,3234.37049,122.6582937,2384.217607,112.4082104
40550,0,12/5/24 16:00,0,760.6329564,36.47586886,572.8719076,2977.1684,115.7267193,2231.680935,104.1160114,2.223815805,2073.509019,105.3481134,2107.227165,101.8833397,2534.974935,113.3322076,2625.247603,117,2904.184678,116.7977512,3013.773346,120.3257047,3117.045298,119.7937635,3189.769891,120.8079568,3205.620632,121.3918442,3234.340344,122.646579,2384.248682,112.4082706
46274,0,12/5/24 17:00,0,761.6803589,40.37455025,556.1006185,2976.979744,115.7266585,2231.666235,104.1394414,2.222900059,2073.537846,105.3470184,2107.210974,101.8785248,2535.010655,113.3307673,2625.194442,117,2904.187673,116.8119265,3013.790464,120.3054858,3117.035575,119.8063037,3189.684363,120.7937531,3205.431138,121.4240486,3234.446765,122.6278595,2384.110081,112.4645782
74828,0,12/5/24 19:00,0,762.5639852,45.46158616,628.9702611,2976.636257,115.7498333,2231.765999,104.1192064,2.676086348,2073.464315,105.3689186,2107.196466,101.8729749,2534.974196,113.3680281,2625.23916,117,2904.223024,116.7896511,3013.767769,120.3221349,3117.003027,119.8089135,3189.284249,120.8416743,3205.093091,121.3836395,3234.28999,122.6434591,2384.097603,112.4096804
91312,0,12/5/24 20:00,0,763.1646525,46.56351487,609.7340281,2976.444432,115.7461219,2231.869452,104.1362464,2.775879216,2073.454909,105.3743937,2107.152769,101.8769348,2534.9698,113.3569878,2625.24648,117,2904.188452,116.7930262,3013.750462,120.320845,3116.989807,119.7997036,3189.111971,120.8511236,3204.929211,121.3717148,3234.220296,122.6426791,2384.068549,112.4192207
12179,0,12/5/24 21:00,0,762.946228,44.98111741,546.8107717,2976.248185,115.7302365,2231.913192,104.1287914,2.804260709,2073.489872,105.3634436,2107.205684,101.8650251,2534.962191,113.3562978,2625.234027,117,2904.191541,116.7970762,3013.734806,120.3323044,3116.979875,119.8043086,3188.966744,120.8511236,3204.761814,121.3677399,3234.164244,122.6528338,2384.054596,112.4228507
18688,0,12/5/24 22:00,0.041666667,762.7079468,41.22525819,554.5006912,2976.082188,115.7434483,2231.781795,104.1373114,2.735595814,2073.482605,105.3612535,2107.193195,101.8721649,2534.983995,113.3473276,2625.17619,117,2904.20673,116.7883011,3013.74657,120.3336543,3116.988212,119.8108936,3188.852236,120.8687173,3204.637044,121.3844345,3234.122351,122.6520388,2383.968896,112.4301407
29617,0,12/5/24 23:00,0.025,761.9087118,37.04349524,596.4536743,2975.924015,115.7589956,2231.723926,104.1160114,2.770386008,2073.496521,105.3481134,2107.171615,101.868985,2534.95946,113.3480176,2625.196118,117,2904.181401,116.7910011,3013.735091,120.338814,3117.000226,119.8023286,3188.669155,120.846262,3204.491341,121.3899994,3234.094527,122.6496989,2383.952793,112.4257908
74797,7.316666889,12/6/24 0:00,0.008333333,816.2567322,57.74247001,620.5495433,2989.668862,115.7585233,2231.637842,104.1213364,2.682494907,2073.512087,105.3546685,2107.164276,101.8634201,2534.976624,113.3507777,2625.190924,117,2904.218848,116.7754759,3013.723494,120.3330694,3116.995937,119.8108634,3188.454903,120.8271366,3204.306962,121.3907944,3234.073499,122.6668584,2383.92406,112.424381
25647,8.828819354,12/6/24 1:00,0,863.4265223,71.54642518,669.3109309,3025.139136,114.6961789,2231.670964,104.1319864,2.839050319,2073.536422,105.3371634,2107.201636,101.869,2534.987457,113.3466376,2625.164974,117,2904.219574,116.7667007,3013.742537,120.3287796,3116.960986,119.8141936,3188.523281,120.8377117,3204.199237,121.4027191,3234.03313,122.6723183,2383.846663,112.4156209
74018,-16.14548624,12/6/24 2:00,0.041666667,794.0072347,53.44278733,645.644489,2992.766567,114.6062033,2231.67679,104.1362464,2.679748507,2073.508209,105.3557785,2107.208913,101.869,2534.973454,113.3445676,2625.141327,117,2904.192582,116.7741259,3013.744116,120.3307744,3117.006036,119.8148837,3189.145947,120.8551733,3204.484713,121.3892044,3233.990316,122.6707583,2383.806883,112.4148558
19462,14.17430564,12/6/24 3:00,0,809.5005081,45.71134237,618.6936017,3021.705066,114.6085381,2231.66084,104.1437014,2.36206011,2073.527448,105.3393534,2107.23185,101.8865196,2535.000244,113.3438775,2625.159257,117,2904.230868,116.782901,3013.745194,120.3272647,3117.011271,119.8115837,3189.502466,120.8362747,3204.964738,121.3796646,3233.987024,122.6652985,2383.810356,112.421456
35230,6.914930606,12/6/24 4:00,0,912.3536026,73.84952593,634.1849497,3082.435321,111.7450711,2231.684298,104.1341164,2.332763251,2073.520376,105.3470184,2107.235437,101.8658201,2535.02003,113.3500877,2625.197911,117,2904.244513,116.7754759,3013.738357,120.3316144,3116.979539,119.8148687,3190.044535,120.8561934,3205.332133,121.402449,3233.985836,122.6629585,2383.781293,112.4156209
17107,1.180555026,12/6/24 5:00,0,976.0243286,80.83609899,687.0132629,3073.703501,110.9129498,2231.604169,104.1479614,2.327270099,2073.500232,105.3601585,2107.193075,101.8753599,2535.005178,113.3521577,2625.194055,117,2904.248543,116.7700758,3013.774821,120.3427887,3117.015788,119.8063037,3191.656181,120.8591927,3206.343835,121.3828293,3233.993925,122.6731283,2383.73868,112.4038605
49341,-0.209722169,12/6/24 6:00,0,1000.130455,82.62100989,693.9517512,3083.610632,110.3029297,2231.587164,104.1543514,2.307128541,2073.502747,105.3481134,2107.173653,101.8610352,2534.971055,113.3562978,2625.211587,117,2904.200159,116.781551,3013.750614,120.338664,3117.027639,119.8030036,3193.501701,120.8633776,3208.027643,121.3842239,3234.018937,122.6481389,2383.776324,112.4192208
11087,-16.95902759,12/6/24 8:00,0,962.645786,69.48246044,653.4066935,3048.010272,111.5541115,2231.638944,104.1426364,2.264098857,2073.47326,105.3667286,2107.167285,101.8737699,2534.977728,113.3563129,2625.232225,117,2904.22113,116.7687258,3013.751044,120.3372391,3117.021625,119.8095886,3196.783405,120.867808,3211.560274,121.3895782,3234.127995,122.6528188,2383.616923,112.4155908
40604,-5.198611164,12/6/24 9:00,0.058333333,905.3937993,40.47635682,557.0502452,3010.945756,112.5474374,2231.572166,104.1479614,2.174377525,2073.467841,105.3590635,2107.198435,101.8769348,2534.976349,113.3521577,2625.226786,117,2904.230658,116.7768259,3013.748594,120.337944,3117.026794,119.8108936,3197.584735,120.8509033,3212.952588,121.3887833,3234.095296,122.6598386,2383.605322,112.418561
27510,2.942361244,12/6/24 10:00,0,881.6401337,35.58963792,577.0131144,3000.395079,113.1928666,2231.613324,104.1447664,2.144165189,2073.506405,105.3492085,2107.195774,101.8745499,2534.990468,113.3535378,2625.215452,117,2904.210872,116.7592756,3013.752185,120.3407789,3116.977836,119.8128585,3197.37252,120.8522533,3213.41508,121.3744736,3234.147652,122.6684184,2383.552102,112.4243358
49746,19.29062484,12/6/24 11:00,0,899.4665512,51.8105855,557.35578,3067.161497,112.9000172,2231.606523,104.1341164,2.150573788,2073.506763,105.3459234,2107.177348,101.8785248,2534.963826,113.364578,2625.222992,117,2904.242328,116.7619757,3013.747689,120.3337293,3116.994358,119.8082837,3196.769556,120.882627,3213.063357,121.3824234,3234.169014,122.6645185,2383.558348,112.4272307
75284,0.048263677,12/6/24 12:00,0,944.8640945,77.92874921,680.2770894,3078.446899,112.1065496,2231.582979,104.1543514,2.33093226,2073.527012,105.3437334,2107.178544,101.8785248,2534.930263,113.365958,2625.204836,117,2904.257298,116.7606256,3013.759454,120.3350192,3116.990898,119.8135487,3197.103548,120.8677781,3212.86746,121.3856033,3234.152877,122.6676384,2383.515072,112.4272458
34838,0.239583492,12/6/24 13:00,0,968.7468002,79.56058528,702.1185486,3084.507965,111.6943471,2231.580542,104.1479614,2.38220189,2073.54408,105.3360683,2107.189461,101.8753448,2534.96451,113.366648,2625.231622,117,2904.259528,116.7572506,3013.76037,120.3393239,3117.004437,119.8122136,3198.289473,120.8698926,3213.548523,121.3818682,3234.251286,122.6481389,2383.506425,112.4258209
25105,-0.081944656,12/6/24 14:00,0,982.750824,80.44864661,703.5285594,3089.997443,111.669125,2231.652513,104.1437014,2.190856946,2073.54531,105.3360683,2107.183752,101.8745499,2534.960215,113.365958,2625.231496,117,2904.245654,116.7687258,3013.780145,120.3434786,3117.008545,119.8135637,3199.564433,120.8722019,3214.691459,121.3887678,3234.253255,122.6582787,2383.432233,112.419281
7316,-0.473958254,12/6/24 15:00,0,1006.886753,82.67630761,668.2126704,3091.908258,111.9522653,2231.629873,104.1351814,2.15881331,2073.577563,105.3273083,2107.221047,101.8745499,2534.987779,113.366648,2625.21567,117,2904.263062,116.7667007,3013.784922,120.3313143,3116.992139,119.8129037,3200.855717,120.8778878,3216.024078,121.3933276,3234.258561,122.6434591,2383.395262,112.4228808
47466,-0.493055503,12/6/24 16:00,0,1025.815212,84.12796822,683.2436564,3093.078581,112.394525,2231.633521,104.1319864,2.381286315,2073.580642,105.3338783,2107.245323,101.86819,2535.002319,113.365958,2625.223844,117,2904.225136,116.7633257,3013.829978,120.336129,3117.032666,119.8142087,3202.066282,120.8736881,3217.296364,121.3732279,3234.323417,122.646579,2383.387113,112.4177959
28765,-3.938541269,12/6/24 17:00,0,1034.031025,84.35099036,699.0116186,3089.031641,112.9163246,2231.66546,104.1319864,2.854614218,2073.562642,105.3262133,2107.282699,101.8802348,2534.976965,113.3707881,2625.234389,117,2904.244344,116.7559006,3013.847575,120.3476484,3117.020691,119.8043086,3203.095217,120.8637276,3218.48715,121.3933871,3234.343943,122.6582937,2383.349394,112.4170458
73680,-17.53333357,12/6/24 18:00,0,959.970134,63.3513567,600.0973765,3032.529954,113.3459298,2231.818687,104.1341164,3.045043848,2073.567747,105.3251183,2107.25788,101.8817947,2534.969887,113.3728582,2625.235116,117,2904.238277,116.7673758,3013.845215,120.3296794,3116.981281,119.8122437,3203.958858,120.8655575,3219.546145,121.396312,3234.457351,122.6543788,2383.322247,112.420001
84610,0,12/6/24 20:00,0,906.7242121,52.14310398,607.0854134,3005.264484,114.0154041,2231.868921,104.1330514,2.9534913,2073.558533,105.3415284,2107.205756,101.8737549,2534.986426,113.3625079,2625.183034,117,2904.267108,116.7613007,3013.833889,120.3268445,3116.969019,119.8082535,3202.947791,120.8866779,3219.619397,121.3915421,3234.435954,122.6699783,2383.245976,112.4156358
22717,0,12/6/24 21:00,0,891.7571452,50.91336892,582.8264999,3000.14458,114.2231974,2231.834977,104.1405064,3.116454691,2073.552268,105.3415434,2107.191213,101.8562653,2534.965157,113.3797583,2625.16356,117,2904.24565,116.7721008,3013.84611,120.3303393,3116.935669,119.8049686,3201.817141,120.8883582,3218.674613,121.3681127,3234.453764,122.6613986,2383.22573,112.4099358
21633,0,12/6/24 22:00,0,879.5303462,47.58268042,574.7835556,2996.713413,114.3929319,2231.820223,104.1437014,2.990112533,2073.551534,105.3481134,2107.249504,101.86981,2534.940601,113.3859685,2625.166075,117,2904.224068,116.7633257,3013.808173,120.3275645,3116.906053,119.8043236,3200.719041,120.903282,3217.601642,121.3807877,3234.423075,122.6598386,2383.160211,112.4106557
30703,0,12/6/24 23:00,0,870.4508464,44.73062868,612.1576726,2994.222337,114.5435857,2231.816726,104.1362464,2.796936411,2073.582973,105.3349583,2107.242303,101.8578552,2534.96532,113.3735482,2625.135333,117,2904.259098,116.7552256,3013.792863,120.3269646,3116.871743,119.8089437,3199.661115,120.8950007,3216.561466,121.3782079,3234.42391,122.6606186,2383.112103,112.4128609
52989,0,12/7/24 0:00,0,862.4913048,42.63239099,586.936485,2992.292827,114.6524356,2231.813836,104.1254174,2.68521845,2073.555116,105.3482699,2107.219472,101.8576481,2534.936454,113.3697502,2625.17023,117,2904.234986,116.768289,3013.810163,120.3394114,3116.85927,119.813453,3198.694278,120.8809121,3215.506541,121.3970236,3234.442252,122.6735571,2383.072672,112.3975406
52691,0,12/7/24 1:00,0,855.3795339,42.08035927,565.2046712,2990.737638,114.7479116,2231.773861,104.1309214,2.496642886,2073.568974,105.3371634,2107.247727,101.86819,2534.9468,113.3611279,2625.170286,117,2904.23431,116.7592756,3013.806232,120.3340741,3116.859255,119.8102185,3197.845465,120.8882217,3214.513759,121.3864128,3234.429146,122.6715383,2383.032808,112.4143006
25837,0,12/7/24 2:00,0,849.5118815,40.56864246,546.0035772,2989.453923,114.831061,2231.768424,104.1255964,2.365722546,2073.588043,105.3349583,2107.225732,101.868985,2534.949371,113.3756182,2625.183459,117,2904.241844,116.7700758,3013.786525,120.337059,3116.90143,119.8141785,3197.068418,120.8846371,3213.626406,121.3983979,3234.383525,122.6567187,2383.010964,112.4186209
8205,0,12/7/24 3:00,0,844.0910202,38.96573629,529.0196508,2988.366282,114.9038699,2231.765356,104.1266614,2.529601942,2073.578233,105.3327833,2107.282463,101.8658351,2534.962939,113.3742382,2625.200566,117,2904.257914,116.7687258,3013.772235,120.3257347,3116.900326,119.8278729,3196.340727,120.868498,3212.849797,121.402298,3234.349931,122.6652985,2382.999129,112.4157408
76654,0,12/7/24 4:00,0,839.0572489,37.19693747,513.7966863,2987.421297,114.9666708,2231.625153,104.1373114,2.37579303,2073.586989,105.3327833,2107.287038,101.8841947,2534.957912,113.3825184,2625.201951,117,2904.257933,116.7721008,3013.807554,120.3333242,3116.897994,119.8102034,3195.721613,120.8934265,3212.127055,121.4038879,3234.329024,122.6637385,2382.948724,112.4186209
91123,0,12/7/24 5:00,0,834.6987305,36.01078145,500.5493357,2986.593915,115.0235051,2231.602311,104.1394414,2.304381965,2073.575289,105.3371333,2107.256222,101.8769648,2534.982243,113.3721682,2625.178984,117,2904.262154,116.7727758,3013.78052,120.3349742,3116.874426,119.8206731,3195.118614,120.884951,3211.439628,121.4094529,3234.337439,122.6707583,2382.828532,112.4287004
12637,0,12/7/24 6:00,0,831.208903,35.25089197,592.0110718,2985.882654,115.0967356,2231.619309,104.1330514,2.261352273,2073.545756,105.3316883,2107.209023,101.8745649,2535.002759,113.3693931,2625.230383,117,2904.268911,116.7592756,3013.787231,120.3420687,3116.931215,119.8141635,3194.61332,120.8922682,3210.80542,121.4103529,3234.335925,122.645799,2382.808573,112.4287
66598,0,12/7/24 7:00,0,827.7786458,35.94779323,596.9367589,2985.207279,115.1411731,2231.551565,104.1575464,2.241210731,2073.560541,105.3338783,2107.193862,101.8793198,2535.0008,113.3680281,2625.214919,117,2904.242505,116.7748009,3013.798503,120.337704,3116.918481,119.8168035,3194.113851,120.9038619,3210.249009,121.3958633,3234.31204,122.6684184,2382.819631,112.4215007
19538,0,12/7/24 8:00,0.041666667,824.4477269,36.14334939,585.7827382,2984.599624,115.1775033,2231.603227,104.1309214,2.197265609,2073.584064,105.3371634,2107.208053,101.8769498,2534.974091,113.363198,2625.212321,117,2904.22911,116.7680508,3013.829911,120.3289894,3116.873946,119.822623,3193.628371,120.8754667,3209.737042,121.4164879,3234.299996,122.6590586,2382.761334,112.4402199
93724,0,12/7/24 9:00,0,821.6180695,35.94083401,575.8178207,2984.047902,115.2121007,2231.574436,104.1447664,2.173457936,2073.577702,105.3382434,2107.211106,101.8753599,2534.968585,113.3576778,2625.215727,117,2904.207707,116.7721008,3013.794952,120.3383939,3116.920477,119.8311127,3193.1927,120.8888017,3209.223787,121.3913039,3234.294747,122.6598386,2382.711359,112.4474197
61325,0,12/7/24 10:00,0,818.7946613,35.65210365,568.3047321,2983.541797,115.2410201,2231.622614,104.1393787,2.145134631,2073.560182,105.3482699,2107.167421,101.8752847,2534.972455,113.3579214,2625.234045,117,2904.252546,116.7594401,3013.789358,120.3380351,3116.874372,119.8154649,3192.780516,120.9034449,3208.7783,121.3910047,3234.299714,122.6656917,2382.712741,112.4607057
54510,0,12/7/24 11:00,0.033333333,816.3808594,34.55252921,583.5366557,2983.080489,115.2761957,2231.56358,104.1437014,2.14324973,2073.554154,105.3470034,2107.187429,101.8626251,2534.963926,113.3694081,2625.254769,117,2904.255501,116.7660257,3013.824158,120.3296644,3116.864174,119.8174635,3192.339398,120.8790367,3208.394548,121.4080735,3234.277433,122.6582787,2382.636336,112.4502996
61682,15.62534721,12/7/24 12:00,0,827.5949712,49.92862746,576.525916,2986.984932,115.3038064,2231.588359,104.1447664,2.124023636,2073.532749,105.3601585,2107.232717,101.8666,2534.973612,113.3763083,2625.24774,117,2904.268441,116.7606256,3013.829972,120.336159,3116.881494,119.8187232,3191.931667,120.8905119,3208.035968,121.4184084,3234.252767,122.6730982,2382.632021,112.4495796
19719,7.343402473,12/7/24 13:00,0,925.6675557,73.14859794,557.1865011,3064.73924,113.5580726,2231.570752,104.1532864,2.153320487,2073.55732,105.3404484,2107.263554,101.8737699,2535.00343,113.3714781,2625.238269,117,2904.252429,116.7552256,3013.833516,120.335424,3116.884072,119.8310675,3191.858407,120.8945469,3207.674123,121.3722992,3234.268888,122.6746582,2382.579895,112.4488597
32438,-0.098263359,12/7/24 14:00,0,970.7424377,79.22953072,661.938914,3068.372015,112.5607048,2231.589962,104.1490264,2.186279329,2073.559865,105.3404484,2107.242922,101.86819,2535.020587,113.3742382,2625.246358,117,2904.281614,116.7511755,3013.837722,120.336159,3116.943955,119.8343223,3192.940267,120.8949968,3208.029297,121.3961487,3234.278589,122.6652985,2382.552645,112.4373403
9006,-0.291667064,12/7/24 15:00,0,998.8298299,81.34989217,660.5991063,3078.206028,112.1359582,2231.630296,104.1437014,2.241210737,2073.564408,105.3448134,2107.283563,101.868985,2535.01047,113.3749282,2625.276994,117,2904.296608,116.7464504,3013.816187,120.3303993,3116.956079,119.8297776,3194.489856,120.8988235,3209.199516,121.4030034,3234.296248,122.682458,2382.516378,112.4351804
74062,-0.713194338,12/7/24 16:00,0,1023.705429,83.37247461,696.148288,3083.096572,112.3025791,2231.620575,104.1437014,2.263183328,2073.572308,105.3415434,2107.290861,101.8777448,2535.017552,113.3728582,2625.284753,117,2904.293052,116.7437504,3013.824919,120.3418887,3116.931378,119.8180632,3196.1053,120.9076004,3210.760124,121.409693,3234.335832,122.6715383,2382.4467,112.4344604
72206,-16.3993054,12/7/24 17:00,0,989.7056819,72.12870054,602.7934982,3048.613955,112.8208385,2231.678756,104.1341164,2.262267806,2073.610571,105.3360383,2107.28764,101.8737549,2535.03632,113.3625079,2625.271513,117,2904.31781,116.7397003,3013.870135,120.3425936,3116.985394,119.8542704,3197.742896,120.9154746,3212.42807,121.3919632,3234.378605,122.6777781,2382.455371,112.4359004
79134,13.40034732,12/7/24 20:00,0,942.0593267,76.47928607,679.5297709,3070.428605,113.2905714,2231.617358,104.1660664,2.272342662,2073.553955,105.3492085,2107.300179,101.8785548,2534.989913,113.3562978,2625.287887,117,2904.193593,116.7478004,3013.851058,120.3397288,3117.113776,119.9433365,3198.172182,120.945697,3214.191795,121.4065575,3234.490637,122.6793381,2382.359558,112.423661
78012,20.18888909,12/7/24 21:00,0,1122.731115,90.9292373,648.656483,3135.411664,112.9544761,2231.643107,104.1426364,2.329101149,2073.53809,105.3568735,2107.210972,101.86978,2534.996922,113.3707881,2625.303788,117,2904.204909,116.7538755,3013.846458,120.3476184,3117.073979,119.9478515,3198.925889,120.9309381,3214.413405,121.3913478,3234.499186,122.6793381,2382.304814,112.4265409
43249,-32.90000066,12/7/24 22:00,0,1030.163838,76.94181118,494.9176188,3060.034257,113.4277485,2231.624662,104.1490264,2.284240407,2073.583929,105.3382584,2107.248029,101.8793798,2534.993486,113.365958,2625.272262,117,2904.210494,116.7538755,3013.85141,120.3569778,3117.095634,119.9452716,3200.691408,120.9299213,3215.617448,121.4004974,3234.527405,122.6738782,2382.280398,112.4265407
34710,14.33923668,12/7/24 23:00,0,986.5980754,68.42813931,536.8313937,3112.122127,114.0092425,2231.618671,104.1405064,2.273254104,2073.563586,105.3404484,2107.216803,101.8761398,2534.991825,113.363198,2625.290194,117,2904.207619,116.7457754,3013.870404,120.3490583,3117.0705,119.9394665,3201.87289,120.9387281,3217.122691,121.4080273,3234.558171,122.6730982,2382.254903,112.4265408
80216,19.57916609,12/8/24 0:00,0,1101.04263,87.68570709,629.7918808,3152.517306,114.4059221,2231.584088,104.1554164,2.262267798,2073.552688,105.3371634,2107.217519,101.8713699,2534.97821,113.3700981,2625.24869,117,2904.209137,116.7444254,3013.888755,120.3432986,3117.052138,119.9465615,3203.111918,120.9363882,3218.301298,121.4053569,3234.589705,122.6777781,2382.221814,112.4251009
52895,-0.136457825,12/8/24 1:00,0,1145.78487,85.04422773,561.0077311,3204.115295,115.1935282,2231.579626,104.1564814,2.245788352,2073.570445,105.3349733,2107.246861,101.867395,2535.008958,113.3714781,2625.227763,117,2904.239079,116.7417253,3013.884914,120.3339391,3117.06558,119.9368865,3205.114768,120.9270282,3219.86804,121.4042618,3234.686753,122.6754382,2382.157072,112.4279807
83872,0.8875,12/8/24 2:00,0,1195.521096,91.8293841,686.338207,3209.347432,116.0311504,2231.61639,104.1490264,2.287902508,2073.562168,105.3426384,2107.250566,101.8642301,2535.020337,113.3700981,2625.282131,117,2904.252694,116.7376753,3013.872111,120.3396988,3117.076188,119.9343065,3207.860712,120.9294878,3222.22617,121.3958804,3234.784821,122.6590586,2382.13066,112.4265408
